gene_symbol	flag	ClinVar_PL_record_count	interpretation
MIEF1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MIEF2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MINAR2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
MINK1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MINPP1	low_record_burden	16	computed but semantic interpretation limited because record count < 20
MIPEP	low_record_burden	18	computed but semantic interpretation limited because record count < 20
MITD1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
MKRN3	low_record_burden	11	computed but semantic interpretation limited because record count < 20
MLH3	low_record_burden	18	computed but semantic interpretation limited because record count < 20
MLIP	low_record_burden	17	computed but semantic interpretation limited because record count < 20
MLLT1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MLPH	low_record_burden	9	computed but semantic interpretation limited because record count < 20
MLX	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MMP14	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MMP15	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MMP19	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MMP20	low_record_burden	11	computed but semantic interpretation limited because record count < 20
MMP9	low_record_burden	3	computed but semantic interpretation limited because record count < 20
MNS1	low_record_burden	8	computed but semantic interpretation limited because record count < 20
MOG	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MON1A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MOS	low_record_burden	8	computed but semantic interpretation limited because record count < 20
MOV10L1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
MPC1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
MPDU1	low_record_burden	14	computed but semantic interpretation limited because record count < 20
MPEG1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MPIG6B	low_record_burden	10	computed but semantic interpretation limited because record count < 20
MPO	low_record_burden	15	computed but semantic interpretation limited because record count < 20
MPP4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MPZL2	low_record_burden	16	computed but semantic interpretation limited because record count < 20
MRAP	low_record_burden	9	computed but semantic interpretation limited because record count < 20
MRAS	low_record_burden	5	computed but semantic interpretation limited because record count < 20
MRM2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MRPL12	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRPL3	low_record_burden	5	computed but semantic interpretation limited because record count < 20
MRPL39	low_record_burden	4	computed but semantic interpretation limited because record count < 20
MRPL42	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRPL44	low_record_burden	5	computed but semantic interpretation limited because record count < 20
MRPL49	low_record_burden	6	computed but semantic interpretation limited because record count < 20
MRPL50	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRPS14	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRPS16	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRPS2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
MRPS22	low_record_burden	19	computed but semantic interpretation limited because record count < 20
MRPS23	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRPS25	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRPS28	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRPS34	low_record_burden	10	computed but semantic interpretation limited because record count < 20
MRPS7	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRTFA	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MRTFB	low_record_burden	3	computed but semantic interpretation limited because record count < 20
MSH4	low_record_burden	15	computed but semantic interpretation limited because record count < 20
MSH5	low_record_burden	7	computed but semantic interpretation limited because record count < 20
MSL2	low_record_burden	12	computed but semantic interpretation limited because record count < 20
MSMO1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
MSN	low_record_burden	18	computed but semantic interpretation limited because record count < 20
MSR1	low_record_burden	8	computed but semantic interpretation limited because record count < 20
MSRB3	low_record_burden	10	computed but semantic interpretation limited because record count < 20
MST1R	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MSTN	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MSTO1	low_record_burden	17	computed but semantic interpretation limited because record count < 20
MSX2	low_record_burden	14	computed but semantic interpretation limited because record count < 20
MTA3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MTAP	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MTCL1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MTHFS	low_record_burden	6	computed but semantic interpretation limited because record count < 20
MTIF2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MTPAP	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MTSS2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MTX2	low_record_burden	7	computed but semantic interpretation limited because record count < 20
MUC5B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MUS81	low_record_burden	3	computed but semantic interpretation limited because record count < 20
MVD	low_record_burden	7	computed but semantic interpretation limited because record count < 20
MXI1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
MXRA8	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYBPC1	low_record_burden	14	computed but semantic interpretation limited because record count < 20
MYC	low_record_burden	4	computed but semantic interpretation limited because record count < 20
MYCBP2	low_record_burden	17	computed but semantic interpretation limited because record count < 20
MYD88	low_record_burden	5	computed but semantic interpretation limited because record count < 20
MYF5	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MYF6	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYH10	low_record_burden	13	computed but semantic interpretation limited because record count < 20
MYH15	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYH6	low_record_burden	15	computed but semantic interpretation limited because record count < 20
MYH7B	low_record_burden	12	computed but semantic interpretation limited because record count < 20
MYH8	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MYL1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYL11	low_record_burden	4	computed but semantic interpretation limited because record count < 20
MYL2	low_record_burden	17	computed but semantic interpretation limited because record count < 20
MYL3	low_record_burden	5	computed but semantic interpretation limited because record count < 20
MYL4	low_record_burden	15	computed but semantic interpretation limited because record count < 20
MYL5	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYL9	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYLK3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYMK	low_record_burden	8	computed but semantic interpretation limited because record count < 20
MYMX	low_record_burden	3	computed but semantic interpretation limited because record count < 20
MYO10	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYO16	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYO19	low_record_burden	6	computed but semantic interpretation limited because record count < 20
MYO1A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYO1B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYO1H	low_record_burden	4	computed but semantic interpretation limited because record count < 20
MYO5A	low_record_burden	10	computed but semantic interpretation limited because record count < 20
MYO9A	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MYO9B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYOCD	low_record_burden	5	computed but semantic interpretation limited because record count < 20
MYOD1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
MYOF	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYOT	low_record_burden	9	computed but semantic interpretation limited because record count < 20
MYOZ2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYT1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
MYZAP	low_record_burden	7	computed but semantic interpretation limited because record count < 20
MZT2A	low_record_burden	2	computed but semantic interpretation limited because record count < 20
MZT2B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
N4BP2L2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NAA20	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NAA30	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NAA60	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NAA80	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NAALADL1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NACC1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NADK2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NADSYN1	low_record_burden	13	computed but semantic interpretation limited because record count < 20
NAE1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NAF1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NALF1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NANOS1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NANS	low_record_burden	18	computed but semantic interpretation limited because record count < 20
NAPB	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NAPEPLD	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NAV3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NAXD	low_record_burden	17	computed but semantic interpretation limited because record count < 20
NCAM1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NCAPD2	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NCAPD3	low_record_burden	9	computed but semantic interpretation limited because record count < 20
NCAPG2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NCAPH	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NCDN	low_record_burden	7	computed but semantic interpretation limited because record count < 20
NCF1	low_record_burden	13	computed but semantic interpretation limited because record count < 20
NCKAP1L	low_record_burden	12	computed but semantic interpretation limited because record count < 20
NCLN	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NCOA3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NCOR1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NCOR2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NCR1	low_record_burden	14	computed but semantic interpretation limited because record count < 20
NCR3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NDC1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NDNF	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NDST1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NDUFA1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NDUFA10	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NDUFA11	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NDUFA12	low_record_burden	14	computed but semantic interpretation limited because record count < 20
NDUFA13	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NDUFA2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NDUFA6	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NDUFA8	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NDUFA9	low_record_burden	11	computed but semantic interpretation limited because record count < 20
NDUFAF1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NDUFAF3	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NDUFAF4	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NDUFAF7	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NDUFAF8	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NDUFB10	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NDUFB11	low_record_burden	11	computed but semantic interpretation limited because record count < 20
NDUFB3	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NDUFB7	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NDUFB8	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NDUFB9	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NDUFC1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NDUFC2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NDUFS2	low_record_burden	13	computed but semantic interpretation limited because record count < 20
NDUFS3	low_record_burden	9	computed but semantic interpretation limited because record count < 20
NDUFS8	low_record_burden	18	computed but semantic interpretation limited because record count < 20
NDUFV2	low_record_burden	17	computed but semantic interpretation limited because record count < 20
NEBL	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NECAP1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NECTIN1	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NECTIN4	low_record_burden	12	computed but semantic interpretation limited because record count < 20
NEDD4L	low_record_burden	9	computed but semantic interpretation limited because record count < 20
NEFH	low_record_burden	9	computed but semantic interpretation limited because record count < 20
NEIL1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NEK10	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NEK2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NEK4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NEUROD1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NEUROD2	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NEUROG1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NEUROG3	low_record_burden	14	computed but semantic interpretation limited because record count < 20
NFASC	low_record_burden	13	computed but semantic interpretation limited because record count < 20
NFATC2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NFE2L2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NFKB2	low_record_burden	17	computed but semantic interpretation limited because record count < 20
NFKBIA	low_record_burden	11	computed but semantic interpretation limited because record count < 20
NFU1	low_record_burden	17	computed but semantic interpretation limited because record count < 20
NFXL1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NGF	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NHLRC2	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NHP2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NICN1	low_record_burden	17	computed but semantic interpretation limited because record count < 20
NID1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NIN	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NIPA1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NIPA2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NIPSNAP3B	low_record_burden	9	computed but semantic interpretation limited because record count < 20
NISCH	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NIT1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NKAP	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NKIRAS1	low_record_burden	12	computed but semantic interpretation limited because record count < 20
NKX2-2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NKX2-6	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NKX3-2	low_record_burden	9	computed but semantic interpretation limited because record count < 20
NLGN2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NLGN3	low_record_burden	12	computed but semantic interpretation limited because record count < 20
NLGN4X	low_record_burden	9	computed but semantic interpretation limited because record count < 20
NLRC4	low_record_burden	14	computed but semantic interpretation limited because record count < 20
NLRP1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NLRP12	low_record_burden	12	computed but semantic interpretation limited because record count < 20
NLRP2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NLRP5	low_record_burden	12	computed but semantic interpretation limited because record count < 20
NME5	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NMNAT2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NOBOX	low_record_burden	15	computed but semantic interpretation limited because record count < 20
NOC3L	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NODAL	low_record_burden	16	computed but semantic interpretation limited because record count < 20
NOP10	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NOP56	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NOS1AP	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NOS3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NOVA2	low_record_burden	13	computed but semantic interpretation limited because record count < 20
NPAS2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NPM1	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NPNT	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NPPA	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NPR3	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NPTN	low_record_burden	7	computed but semantic interpretation limited because record count < 20
NPTX1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NQO1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NR0B2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NR1D1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NR1D2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NR1H3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NR1H4	low_record_burden	14	computed but semantic interpretation limited because record count < 20
NR2C1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NR2C2AP	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NR3C1	low_record_burden	16	computed but semantic interpretation limited because record count < 20
NR6A1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
NRAP	low_record_burden	10	computed but semantic interpretation limited because record count < 20
NRCAM	low_record_burden	14	computed but semantic interpretation limited because record count < 20
NRDE2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NRIP1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NRP2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NRROS	low_record_burden	12	computed but semantic interpretation limited because record count < 20
NRXN2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NRXN3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NSF	low_record_burden	6	computed but semantic interpretation limited because record count < 20
NSMCE2	low_record_burden	7	computed but semantic interpretation limited because record count < 20
NSMCE3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NSMF	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NSRP1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NSUN3	low_record_burden	5	computed but semantic interpretation limited because record count < 20
NSUN6	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NT5C3A	low_record_burden	19	computed but semantic interpretation limited because record count < 20
NT5DC4	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NT5E	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NTF4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NTN1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NTNG2	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NTRK2	low_record_burden	14	computed but semantic interpretation limited because record count < 20
NUAK2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NUBPL	low_record_burden	19	computed but semantic interpretation limited because record count < 20
NUDC	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NUDCD3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NUDT2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NUF2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NUMA1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NUP133	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NUP155	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NUP160	low_record_burden	8	computed but semantic interpretation limited because record count < 20
NUP188	low_record_burden	18	computed but semantic interpretation limited because record count < 20
NUP205	low_record_burden	2	computed but semantic interpretation limited because record count < 20
NUP214	low_record_burden	10	computed but semantic interpretation limited because record count < 20
NUP37	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NUP54	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NUP62	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NUP85	low_record_burden	4	computed but semantic interpretation limited because record count < 20
NUP88	low_record_burden	3	computed but semantic interpretation limited because record count < 20
NUP93	low_record_burden	19	computed but semantic interpretation limited because record count < 20
NUP98	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NUSAP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NXF3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
NXN	low_record_burden	7	computed but semantic interpretation limited because record count < 20
NXT2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
OAS1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
OAS2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
ODAD4	low_record_burden	11	computed but semantic interpretation limited because record count < 20
ODAPH	low_record_burden	7	computed but semantic interpretation limited because record count < 20
ODC1	low_record_burden	10	computed but semantic interpretation limited because record count < 20
ODF2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
OGDH	low_record_burden	5	computed but semantic interpretation limited because record count < 20
OGDHL	low_record_burden	8	computed but semantic interpretation limited because record count < 20
OGT	low_record_burden	17	computed but semantic interpretation limited because record count < 20
OLFML2B	low_record_burden	5	computed but semantic interpretation limited because record count < 20
OPCML	low_record_burden	1	computed but semantic interpretation limited because record count < 20
OPN1LW	low_record_burden	9	computed but semantic interpretation limited because record count < 20
OPN1MW	low_record_burden	6	computed but semantic interpretation limited because record count < 20
OR10Z1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
ORC3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
ORC6	low_record_burden	17	computed but semantic interpretation limited because record count < 20
OSBP	low_record_burden	1	computed but semantic interpretation limited because record count < 20
OSBPL2	low_record_burden	6	computed but semantic interpretation limited because record count < 20
OSBPL8	low_record_burden	1	computed but semantic interpretation limited because record count < 20
OSM	low_record_burden	1	computed but semantic interpretation limited because record count < 20
OSMR	low_record_burden	5	computed but semantic interpretation limited because record count < 20
OTOP2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
OTUD5	low_record_burden	9	computed but semantic interpretation limited because record count < 20
OTUD7A	low_record_burden	3	computed but semantic interpretation limited because record count < 20
OTULIN	low_record_burden	17	computed but semantic interpretation limited because record count < 20
OVOL2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
OXA1L	low_record_burden	3	computed but semantic interpretation limited because record count < 20
OXGR1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
OXR1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
OXSM	low_record_burden	1	computed but semantic interpretation limited because record count < 20
OXTR	low_record_burden	16	computed but semantic interpretation limited because record count < 20
P2RX2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
P2RY8	low_record_burden	1	computed but semantic interpretation limited because record count < 20
P4HA1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
P4HA2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
P4HB	low_record_burden	3	computed but semantic interpretation limited because record count < 20
P4HTM	low_record_burden	13	computed but semantic interpretation limited because record count < 20
PABPC1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PABPC1L	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PABPN1	low_record_burden	12	computed but semantic interpretation limited because record count < 20
PACRG	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PACS1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
PACS2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PACSIN3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PADI3	low_record_burden	8	computed but semantic interpretation limited because record count < 20
PAEP	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PAFAH1B3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PAGE2B	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PAGR1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PAICS	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PAK2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PAK6	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PALS1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PAM16	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PAN2	low_record_burden	6	computed but semantic interpretation limited because record count < 20
PANK4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PANX1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
PAPPA2	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PARD3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PARD3B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PARK7	low_record_burden	16	computed but semantic interpretation limited because record count < 20
PARP10	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PARS2	low_record_burden	7	computed but semantic interpretation limited because record count < 20
PATL2	low_record_burden	14	computed but semantic interpretation limited because record count < 20
PAX5	low_record_burden	18	computed but semantic interpretation limited because record count < 20
PAX7	low_record_burden	5	computed but semantic interpretation limited because record count < 20
PBRM1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PBX3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PCBD1	low_record_burden	17	computed but semantic interpretation limited because record count < 20
PCBP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PCDH1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PCDHGA12	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGA8	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGB2	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGB3	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGB4	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGB5	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGB6	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGB7	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGC3	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCDHGC4	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PCGF2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PCK1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
PCK2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PCNA	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PCNX3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PCSK9	low_record_burden	18	computed but semantic interpretation limited because record count < 20
PCYT1A	low_record_burden	14	computed but semantic interpretation limited because record count < 20
PCYT2	low_record_burden	11	computed but semantic interpretation limited because record count < 20
PDCD6IP	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PDCL2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PDE10A	low_record_burden	11	computed but semantic interpretation limited because record count < 20
PDE11A	low_record_burden	10	computed but semantic interpretation limited because record count < 20
PDE1C	low_record_burden	4	computed but semantic interpretation limited because record count < 20
PDE2A	low_record_burden	9	computed but semantic interpretation limited because record count < 20
PDE3A	low_record_burden	9	computed but semantic interpretation limited because record count < 20
PDE4DIP	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PDE6D	low_record_burden	8	computed but semantic interpretation limited because record count < 20
PDE6G	low_record_burden	4	computed but semantic interpretation limited because record count < 20
PDE8B	low_record_burden	11	computed but semantic interpretation limited because record count < 20
PDGFRA	low_record_burden	7	computed but semantic interpretation limited because record count < 20
PDGFRL	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PDHA2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PDIA6	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PDK3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PDP1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
PDSS1	low_record_burden	15	computed but semantic interpretation limited because record count < 20
PDSS2	low_record_burden	6	computed but semantic interpretation limited because record count < 20
PDX1	low_record_burden	14	computed but semantic interpretation limited because record count < 20
PDXK	low_record_burden	4	computed but semantic interpretation limited because record count < 20
PDYN	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PDZD8	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PDZD9	low_record_burden	7	computed but semantic interpretation limited because record count < 20
PDZRN3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PER2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
PER3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
PERCC1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
PERM1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
PERP	low_record_burden	6	computed but semantic interpretation limited because record count < 20
PET100	low_record_burden	11	computed but semantic interpretation limited because record count < 20
